scientific_name.x,collapsed_name,dispersal_km,dispersal_checked,source_dispersal,dispersal.original.value,dispersal.original.units,Migration_km,migration_checked,Migration_source,migration.original.value,migration.original.units,mean.hra.m2,home_range_checked,source_hra,hra.original.value,hra.original.unit,Mass_kg,Mass_source,mass checked,number_traits_completed,person,diet,diet_broadest_cat,diet source,media_air_water_land,media_simplified,medium source,media_dispersal_air_land_aquatic_marine,media_migration_air_land_aquatic_marine,media_home range_air_land_aquatic_marine,Migration_km,geographic_range_km2,geographic unit source,IUCN
NA,oncorhynchusketa,NA,,NA,,,2500,,Hein_Gillooly_2011,,,NA,,NA,,,3.9,Hein_Gillooly_2011,,2,,,,,,,,,,,2500,,,
Pseudemysfloridana,pseudemysfloridana,0.286,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,3.92,,,2,,,,,,,,,,,NA,,,
Triaenodonobesus,triaenodonobesus,3,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,4.24,,,2,,,,,,,,,,,NA,,,
NA,antigonecanadensis,NA,,NA,,,3024.1,,Horton_2018,,,NA,,NA,,,4.2962,,,2,,,,,,,,,,,3024.1,,,
Podocnemisunifilis,podocnemisunifilis,0.08,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,4.5,,,2,,,,,,,,,,,NA,,,
Eusphyrablochii,eusphyrablochii,2.1,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,4.79,,,2,,,,,,,,,,,NA,,,
Liasisfuscus,liasisfuscus,12,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,5,,,2,,,,,,,,,,,NA,,,
Carcharhinus acronotus,carcharhinusacronotus,315,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,5.52,,,2,,,,,,,,,,,NA,,,
NA,ciconianigra,NA,,NA,,,6500,,Hein_Gillooly_2011,,,NA,,NA,,,6,Hein_Gillooly_2011,,2,,,,,,,,,,,6500,,,
,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,
Carcharhinus sorrah,carcharhinussorrah,1120,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,7.58,,,2,,,,,,,,,,,NA,,,
Carcharhinus tilsoni,carcharhinustilsoni,1350,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,7.69,,,2,,,,,,,,,,,NA,,,
Phascolarctos cinereus,phascolarctoscinereus,3.4,,"Whitmee and Ormee 2012, Prugh_etal",,,NA,,NA,,,NA,,NA,,,7.825,,,2,,,,,,,,,,,NA,,,
Lutra canadensis,lutracanadensis,42,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,9.07,,,2,,,,,,,,,,,NA,,,
Triakismegalopterus,triakismegalopterus,1070,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,9.74,,,2,,,,,,,,,,,NA,,,
NA,olorbuccinator,NA,,NA,,,2500,,Hein_Gillooly_2011,,,NA,,NA,,,9.8,Hein_Gillooly_2011,,2,,,,,,,,,,,2500,,,
Crocodylusintermedius,crocodylusintermedius,11.6,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,11.5,,,2,,,,,,,,,,,NA,,,
Carcharhinus isodon,carcharhinusisodon,6,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,12.3,,,2,,,,,,,,,,,NA,,,
NA,oncorhynchustshawytscha,NA,,NA,,,1100,,Hein_Gillooly_2011,,,NA,,NA,,,15,Hein_Gillooly_2011,,2,,,,,,,,,,,1100,,,
Galeorhinusgaleus,galeorhinusgaleus,4940,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,18.7,,,2,,,,,,,,,,,NA,,,
NA,gazellathomsonii,NA,,NA,,,95,,Teitelbaum_2015,,,NA,,NA,,,19,,,2,,,,,,,,,,,95,,,
Carcharhinus amblyrhychoides,carcharhinusamblyrhychoides,173,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,21,,,2,,,,,,,,,,,NA,,,
Carcharhinus perezi,carcharhinusperezi,48,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,24,,,2,,,,,,,,,,,NA,,,
Sphyrnalewini,sphyrnalewini,1670,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,27.3,,,2,,,,,,,,,,,NA,,,
Carcharhinus plumbeus,carcharhinusplumbeus,3780,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,27.4,,,2,,,,,,,,,,,NA,,,
NA,procapragutturosa,NA,,NA,,,280,,Hein_Gillooly_2011,,,NA,,NA,,,28,Hein_Gillooly_2011,,2,,,,,,,,,,,280,,,
NA,pantholopshodgsonii,NA,,NA,,,229,,Teitelbaum_2015,,,NA,,NA,,,32,,,2,,,,,,,,,,,229,,,
Carcharhinus albimarginatus,carcharhinusalbimarginatus,7,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,35.2,,,2,,,,,,,,,,,NA,,,
Carcharhinus brevipinna,carcharhinusbrevipinna,1670,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,35.8,,,2,,,,,,,,,,,NA,,,
NA,saigatatarica,NA,,NA,,,500,,Hein_Gillooly_2011,,,NA,,NA,,,39,Hein_Gillooly_2011,,2,,,,,,,,,,,500,,,
Carcharhinus longimanus,carcharhinuslongimanus,2810,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,40.1,,,2,,,,,,,,,,,NA,,,
Carcharhinus leucas,carcharhinusleucas,643,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,44.4,,,2,,,,,,,,,,,NA,,,
Carcharhinus signatus,carcharhinussignatus,2670,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,45.6,,,2,,,,,,,,,,,NA,,,
Carcharhinus galapagensis,carcharhinusgalapagensis,2860,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,51.9,,,2,,,,,,,,,,,NA,,,
Carcharhinus falciformis,carcharhinusfalciformis,1340,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,52.7,,,2,,,,,,,,,,,NA,,,
Crocodylusjohnstonii,crocodylusjohnstonii,37.2,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,53,,,2,,,,,,,,,,,NA,,,
Carcharhinus amboinensis,carcharhinusamboinensis,242,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,57,,,2,,,,,,,,,,,NA,,,
Sphyrnazygaena,sphyrnazygaena,1120,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,58,,,2,,,,,,,,,,,NA,,,
Ginglymostomacirratum,ginglymostomacirratum,541,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,63.4,,,2,,,,,,,,,,,NA,,,
Carchariastaurus,carchariastaurus,1900,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,67.3,,,2,,,,,,,,,,,NA,,,
Lamnanasus,lamnanasus,4260,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,73.2,,,2,,,,,,,,,,,NA,,,
Negaprionbrevirostris,negaprionbrevirostris,426,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,79.4,,,2,,,,,,,,,,,NA,,,
Eretmochelysimbricata,eretmochelysimbricata,2930,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,80,,,2,,,,,,,,,,,NA,,,
Nebriusferrugineus,nebriusferrugineus,43,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,86.1,,,2,,,,,,,,,,,NA,,,
Isuruspaucus,isuruspaucus,3430,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,95.4,,,2,,,,,,,,,,,NA,,,
Sphyrnamokarran,sphyrnamokarran,1180,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,98.2,,,2,,,,,,,,,,,NA,,,
Lagenorhynchusobscurus,lagenorhynchusobscurus,750,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,100,,,2,,,,,,,,,,,NA,,,
Alopiassuperciliosus,alopiassuperciliosus,2770,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,111,,,2,,,,,,,,,,,NA,,,
Carettacaretta,carettacaretta,1460,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,113,,,2,,,,,,,,,,,NA,,,
Phocavitulina,phocavitulina,500,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,115,,,2,,,,,,,,,,,NA,,,
Alopiasvulpinus,alopiasvulpinus,1560,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,116,,,2,,,,,,,,,,,NA,,,
NA,caprasibirica,NA,,NA,,,100,,Hein_Gillooly_2011,,,NA,,NA,,,130,Hein_Gillooly_2011,,2,,,,,,,,,,,100,,,
Carcharhinus obscurus,carcharhinusobscurus,3800,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,137,,,2,,,,,,,,,,,NA,,,
Galeocerdocuvier,galeocerdocuvier,6750,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,144,,,2,,,,,,,,,,,NA,,,
Cheloniamydas,cheloniamydas,5200,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,150,,,2,,,,,,,,,,,NA,,,
NA,alcelaphusbuselaphus,NA,,NA,,,207,,Teitelbaum_2015,,,NA,,NA,,,150,,,2,,,,,,,,,,,207,,,
Carcharhinus altimus,carcharhinusaltimus,3340,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,186,,,2,,,,,,,,,,,NA,,,
NA,thunnusorientalis,NA,,NA,,,7600,,Hein_Gillooly_2011,,,NA,,NA,,,200,Hein_Gillooly_2011,,2,,,,,,,,,,,7600,,,
Sus scrofa,susscrofa,300,,Prugh_etal,,,NA,,NA,,,NA,,NA,,,200,,,2,,,,,,,,,,,NA,,,
Negaprionacutidens,negaprionacutidens,5,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,204,,,2,,,,,,,,,,,NA,,,
NA,equushemionus,NA,,NA,,,1566,,Teitelbaum_2015,,,NA,,NA,,,220,,,2,,,,,,,,,,,1566,,,
NA,thunnusthunnus,NA,,NA,,,12000,,Hein_Gillooly_2011,,,NA,,NA,,,240,Hein_Gillooly_2011,,2,,,,,,,,,,,12000,,,
NA,hippoglossusstenolepis,NA,,NA,,,1200,,Hein_Gillooly_2011,,,NA,,NA,,,300,Hein_Gillooly_2011,,2,,,,,,,,,,,1200,,,
NA,equusburchellii,NA,,NA,,,153,,Teitelbaum_2015,,,NA,,NA,,,320,,,2,,,,,,,,,,,153,,,
NA,miroungaleonina,NA,,NA,,,3000,,Hein_Gillooly_2011,,,NA,,NA,,,320,Hein_Gillooly_2011,,2,,,,,,,,,,,3000,,,
Bos bison,bosbison,300,,Prugh_etal,,,NA,,NA,,,NA,,NA,,,497.667,,,2,,,,,,,,,,,NA,,,
Dermochelyscoriacea,dermochelyscoriacea,6880,,Jenkins_et_al_2007,,,NA,,NA,,,NA,,NA,,,700,,,2,,,,,,,,,,,NA,,,
NA,odobenusrosmarus,NA,,NA,,,1800,,Hein_Gillooly_2011,,,NA,,NA,,,1000,Hein_Gillooly_2011,,2,,,,,,,,,,,1800,,,
NA,delphinapterusleucas,NA,,NA,,,2200,,Hein_Gillooly_2011,,,NA,,NA,,,1400,Hein_Gillooly_2011,,2,,,,,,,,,,,2200,,,
NA,cetorhinusmaximus,NA,,NA,,,9500,,Hein_Gillooly_2011,,,NA,,NA,,,3900,Hein_Gillooly_2011,,2,,,,,,,,,,,9500,,,
NA,eubalaenaglacialis,NA,,NA,,,5700,,Hein_Gillooly_2011,,,NA,,NA,,,28000,Hein_Gillooly_2011,,2,,,,,,,,,,,5700,,,
NA,eschrichtiusrobustus,NA,,NA,,,7300,,Hein_Gillooly_2011,,,NA,,NA,,,30000,Hein_Gillooly_2011,,2,,,,,,,,,,,7300,,,
NA,megapteranovaeangliae,NA,,NA,,,8500,,Hein_Gillooly_2011,,,NA,,NA,,,30000,Hein_Gillooly_2011,,2,,,,,,,,,,,8500,,,
NA,balaenamysticetus,NA,,NA,,,5800,,Hein_Gillooly_2011,,,NA,,NA,,,69000,Hein_Gillooly_2011,,2,,,,,,,,,,,5800,,,
NA,balaenopteramusculus,NA,,NA,,,8700,,Hein_Gillooly_2011,,,NA,,NA,,,99000,Hein_Gillooly_2011,,2,,,,,,,,,,,8700,,,
Neovison vison,neovisonvison,33,,Whitmee and Ormee 2012,,,NA,,NA,,,27920000,,NA,,,NA,,,2,,,,,,,,,,,NA,,,
Gopherus agassizii,gopherusagassizii,NA,,NA,,,NA,,NA,,,250000,,O'Connor_etal_1997,,,2,Tamburello_etal,,2,,,,,,,,,,,NA,,,
NA,anolisnebulosus,NA,,NA,,,NA,,NA,,,1.3,,Perry_Garland_2002,,,0.00135,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
Phrynocephalus axillars,phrynocephalusaxillars,NA,,NA,,,NA,,NA,,,158,,Perry_Garland_2002,,,0.0016,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,anoliscupreus,NA,,NA,,,NA,,NA,,,21.5,,Perry_Garland_2002,,,0.0017,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,scincellalateralis,NA,,NA,,,NA,,NA,,,450,,Perry_Garland_2002,,,0.001775,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,lepidodactyluslugubris,NA,,NA,,,NA,,NA,,,3.25,,Perry_Garland_2002,,,0.0019,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,anolisangusticeps,NA,,NA,,,NA,,NA,,,12.8,,Perry_Garland_2002,,,0.00205,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,anolisdistichus,NA,,NA,,,NA,,NA,,,13.85,,Perry_Garland_2002,,,0.002245454545,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,anolissagrei,NA,,NA,,,NA,,NA,,,9.25,,Perry_Garland_2002,,,0.002270967742,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,eumecesobsoletus,NA,,NA,,,NA,,NA,,,287,,Perry_Garland_2002,,,0.00235,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,anolisauratus,NA,,NA,,,NA,,NA,,,4,,Perry_Garland_2002,,,0.0025,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,mesalinaguttulata,NA,,NA,,,NA,,NA,,,550,,Perry_Garland_2002,,,0.0025,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,anolislimifrons,NA,,NA,,,NA,,NA,,,14.7,,Perry_Garland_2002,,,0.0027,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
Phrynocephalus przwalskii,phrynocephalusprzwalskii,NA,,NA,,,NA,,NA,,,175,,Perry_Garland_2002,,,0.0028,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,utastansburiana,NA,,NA,,,NA,,NA,,,438.5,,Perry_Garland_2002,,,0.0029,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,anolispolylepis,NA,,NA,,,NA,,NA,,,17,,Perry_Garland_2002,,,0.0032,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,urosaurusornatus,NA,,NA,,,NA,,NA,,,93,,Perry_Garland_2002,,,0.0032,0.00245,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,sceloporusscalaris,NA,,NA,,,NA,,NA,,,111,,Perry_Garland_2002,,,0.00345,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,anolisaeneus,NA,,NA,,,NA,,NA,,,3.3,,Perry_Garland_2002,,,0.0035,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,takydromustachydromoides,NA,,NA,,,NA,,NA,,,78.7,,Perry_Garland_2002,,,0.003633333,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,anolislineatopus,NA,,NA,,,NA,,NA,,,1,,Perry_Garland_2002,,,0.0037,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,sceloporusgrammicus,NA,,NA,,,NA,,NA,,,58.8,,Perry_Garland_2002,,,0.0038,Perry_Garland_2002,,2,,,,,,,,,,,NA,,,
Phrynocephalus interscapularis,phrynocephalusinterscapularis,NA,,NA,,,NA,,NA,,,65,,Perry_Garland_2002,,,0.0038,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,anoliscarolinensis,NA,,NA,,,NA,,NA,,,23.7,,Perry_Garland_2002,,,0.003866666667,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,takydromusformosanusa,NA,,NA,,,NA,,NA,,,75.4,,Perry_Garland_2002,,,0.0039,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,sceloporusmerriami,NA,,NA,,,NA,,NA,,,142,,Perry_Garland_2002,,,0.004,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,lacertaschreiberi,NA,,NA,,,NA,,NA,,,15.5,,Perry_Garland_2002,,,0.0042,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,anoliscristatellus,NA,,NA,,,NA,,NA,,,6.3,,Perry_Garland_2002,,,0.00422,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,anolisacutus,NA,,NA,,,NA,,NA,,,0.85,,Perry_Garland_2002,,,0.00435,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
Phrynocephalus versicolor,phrynocephalusversicolor,NA,,NA,,,NA,,NA,,,529,,Perry_Garland_2002,,,0.0044,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,eremiasarguta,NA,,NA,,,NA,,NA,,,80,,Perry_Garland_2002,,,0.0046,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,holbrookiamaculata,NA,,NA,,,NA,,NA,,,630,,Perry_Garland_2002,,,0.00473,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,eremiasvelox,NA,,NA,,,NA,,NA,,,149,,Perry_Garland_2002,,,0.0048,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,sceloporusgraciosus,NA,,NA,,,NA,,NA,,,374,,Perry_Garland_2002,,,0.004866667,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
Phrynosoma douglassi,phrynosomadouglassi,NA,,NA,,,NA,,NA,,,733,,Perry_Garland_2002,,,0.004866667,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,sceloporusundulatus,NA,,NA,,,NA,,NA,,,324,,Perry_Garland_2002,,,0.0050625,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,cnemidophorushyperythrus,NA,,NA,,,NA,,NA,,,404,,Perry_Garland_2002,,,0.00525,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,podarcishispanica,NA,,NA,,,NA,,NA,,,124,,Perry_Garland_2002,,,0.0059,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,cophosaurustexanus,NA,,NA,,,NA,,NA,,,188,,Perry_Garland_2002,,,0.006033333,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,cnemidophorussexlineatus,NA,,NA,,,NA,,NA,,,3635.5,,Perry_Garland_2002,,,0.006175,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,podarcismuralis,NA,,NA,,,NA,,NA,,,17.6,,Perry_Garland_2002,,,0.0063,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,leiolopismazelandica,NA,,NA,,,NA,,NA,,,15,,Perry_Garland_2002,,,0.0065,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,podarcistaurica,NA,,NA,,,NA,,NA,,,134,,Perry_Garland_2002,,,0.0065,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,eumecesfasciatus,NA,,NA,,,NA,,NA,,,635,,Perry_Garland_2002,,,0.00675,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,sceloporusvirgatus,NA,,NA,,,NA,,NA,,,403,,Perry_Garland_2002,,,0.006828571429,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,anolisvalencienni,NA,,NA,,,NA,,NA,,,27.6,,Perry_Garland_2002,,,0.00735,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,lacertamonticola,NA,,NA,,,NA,,NA,,,74.6,,Perry_Garland_2002,,,0.00755,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,liolaemuskuhlmanni,NA,,NA,,,NA,,NA,,,371,,Perry_Garland_2002,,,0.007633333333,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,cnemidophorusuniparens,NA,,NA,,,NA,,NA,,,582,,Perry_Garland_2002,,,0.007666666667,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,podarciserdardii,NA,,NA,,,NA,,NA,,,77,,Perry_Garland_2002,,,0.0079,Perry_Garland_2002,,2,,,,,,,,,,,NA,,,
NA,acanthodactylusboskianus,NA,,NA,,,NA,,NA,,,367,,Perry_Garland_2002,,,0.0083,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,eumeceselegans,NA,,NA,,,NA,,NA,,,274,,Perry_Garland_2002,,,0.009,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,cnemidophorusgularis,NA,,NA,,,NA,,NA,,,1380,,Perry_Garland_2002,,,0.0095,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,sceloporusoccidentalis,NA,,NA,,,NA,,NA,,,702,,Perry_Garland_2002,,,0.0098,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,cnemidophoruslemniscatus,NA,,NA,,,NA,,NA,,,40,,Perry_Garland_2002,,,0.01,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,leiocephalusschreibersi,NA,,NA,,,NA,,NA,,,42.4,,Perry_Garland_2002,,,0.0102,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,microlophusalbemarlensis,NA,,NA,,,NA,,NA,,,261,,Perry_Garland_2002,,,0.01055,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,liolaemuslutzae,NA,,NA,,,NA,,NA,,,37.5,,Perry_Garland_2002,,,0.0106,Perry_Garland_2002,,2,,Omnivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,sceloporusjarrovi,NA,,NA,,,NA,,NA,,,503,,Perry_Garland_2002,,,0.01076666667,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,teratoscincusprzewalskii,NA,,NA,,,NA,,NA,,,887,,Perry_Garland_2002,,,0.01083,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,tropidurusitambere,NA,,NA,,,NA,,NA,,,33.6,,Perry_Garland_2002,,,0.01105,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,psammodromusalgirus,NA,,NA,,,NA,,NA,,,305,,Perry_Garland_2002,,,0.01285,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,petrosaurusmearnsi,NA,,NA,,,NA,,NA,,,77.6,,Perry_Garland_2002,,,0.015,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,xantusiariversiana,NA,,NA,,,NA,,NA,,,17.2,,Perry_Garland_2002,,,0.0157,Perry_Garland_2002,,2,,Omnivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,eumecesokadae,NA,,NA,,,NA,,NA,,,94.4,,Perry_Garland_2002,,,0.0164,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,japaluraswinhonis,NA,,NA,,,NA,,NA,,,22.5,,Perry_Garland_2002,,,0.0165,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,mabuyasechellensis,NA,,NA,,,NA,,NA,,,26.6,,Perry_Garland_2002,,,0.0167,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
Phrynosoma modestum,phrynosomamodestum,NA,,NA,,,NA,,NA,,,2730,,Perry_Garland_2002,,,0.017,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,acanthodactylusschmidti,NA,,NA,,,NA,,NA,,,1250,,Perry_Garland_2002,,,0.0171,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,cnemidophorustigris,NA,,NA,,,NA,,NA,,,1010,,Perry_Garland_2002,,,0.01916666667,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,kentropyxstriatus,NA,,NA,,,NA,,NA,,,10,,Perry_Garland_2002,,,0.0229,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,gambeliasilus,NA,,NA,,,NA,,NA,,,11400,,Perry_Garland_2002,,,0.02685,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,thecadactylusrapicauda,NA,,NA,,,NA,,NA,,,570,,Perry_Garland_2002,,,0.027,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
Gallotia galloti,gallotiagalloti,NA,,NA,,,NA,,NA,,,57.1,,Perry_Garland_2002,,,0.0308,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,anolisfrenatus,NA,,NA,,,NA,,NA,,,473,,Perry_Garland_2002,,,0.03135,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,crotaphytuscollaris,NA,,NA,,,NA,,NA,,,324,,Perry_Garland_2002,,,0.035,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
NA,sceloporusorcutti,NA,,NA,,,NA,,NA,,,4470,,Perry_Garland_2002,,,0.0395,Perry_Garland_2002,,2,,Insectivore,,Perry_Garland_2002,,,,,,,NA,,,
