scientific_name.x,collapsed_name,dispersal_km,dispersal_checked,source_dispersal,dispersal.original.value,dispersal.original.units,Migration_km,migration_checked,Migration_source,migration.original.value,migration.original.units,mean.hra.m2,home_range_checked,source_hra,hra.original.value,hra.original.unit,Mass_kg,Mass_source,mass checked,number_traits_completed,person,diet,diet_broadest_cat,diet source,media_air_water_land,media_simplified,medium source_notes,media_dispersal,media_migration,media_foraging,geographic_range_km2,geographic unit source,IUCN
NA,mungotictisdecemlineata,NA,,NA,,,NA,,NA,,,1190000,,Razafindratsima_et_al_2018,,,0.65,,,2,,,,,,,,,,,,,
Galidea elegans,galideaelegans,NA,,NA,,,NA,,NA,,,170000,,Razafindratsima_et_al_2018,,,0.81,Gittleman and Harvey (1982),,2,,,,,,,,,,,,,
NA,tenrececaudatus,NA,,NA,,,NA,,NA,,,13000,,Razafindratsima_et_al_2018,,,0.868,,,2,,,,,,,,,,,,,
Hypogeomys antimena,hypogeomysantimena,NA,,NA,,,NA,,NA,,,20000,,Razafindratsima_et_al_2018,,,1.185,Tamburello_etal,,2,,,,,,,,,,,,,
NA,galidictisgrandidieri,NA,,NA,,,NA,,NA,,,11000,,Razafindratsima_et_al_2018,,,1.4,,,2,,,,,,,,,,,,,
NA,fossafossana,NA,,NA,,,NA,,NA,,,750000,,Razafindratsima_et_al_2018,,,1.5,,,2,,,,,,,,,,,,,
Cryptoprocta ferox,cryptoproctaferox,NA,,NA,,,NA,,NA,,,750000,,Razafindratsima_et_al_2018,,,9.54993,Tamburello_etal,,2,,,,,,,,,,,,,
Xiphorhynchus flavigaster,xiphorhynchusflavigaster,NA,,NA,,,NA,,NA,,,150000,,Rivera_et_al_2003b,,,0.044,,,2,,,,,,,,,,,,,
Vireo atricapillus,vireoatricapillus,,,,,,,,,,,14973.4,,Schoener_1968,,,0.0085,Schoener_1968,,2,,,,,,,,,,,,,
Parus carolinensis,paruscarolinensis,NA,,NA,,,NA,,NA,,,14973.4,,Schoener_1968,,,0.01,Schoener_1968,,2,,,,,,,,,,,,,
Sitta pusilla,sittapusilla,NA,,NA,,,NA,,NA,,,27518.6,,Schoener_1968,,,0.0102,Schoener_1968,,2,,,,,,,,,,,,,
Sitta pygmaea,sittapygmaea,NA,,NA,,,NA,,NA,,,9712.46,,Schoener_1968,,,0.0106,Schoener_1968,,2,,,,,,,,,,,,,
Parus inornatus,parusinornatus,NA,,NA,,,NA,,NA,,,24281.1,,Schoener_1968,,,0.015,Armstrong_1965,,2,,,,,,,,,,,,,
NA,thryothorusludovicianus,NA,,NA,,,NA,,NA,,,1214.06,,Schoener_1968,,,0.0183,Schoener_1968,,2,,,,,,,,,,,,,
Guiraca caerulea,guiracacaerulea,NA,,NA,,,NA,,NA,,,61916.9,,Schoener_1968,,,0.0299,Schoener_1968,,2,,,,,,,,,,,,,
Habia fuscicauda,habiafuscicauda,NA,,NA,,,NA,,NA,,,60702.8,,Schoener_1968,,,0.0377,Schoener_1968,,2,,,,,,,,,,,,,
Richmondena cardinalis,richmondenacardinalis,NA,,NA,,,NA,,NA,,,1497.337,,Schoener_1968,,,0.0412,Schoener_1968,,2,,,,,,,,,,,,,
Melozone aberti,melozoneaberti,NA,,NA,,,NA,,NA,,,16187.4,,Schoener_1968,,,0.0463,Schoener_1968,,2,,,,,,,,,,,,,
Scardafella inca,scardafellainca,NA,,NA,,,NA,,NA,,,2590,,Schoener_1968,,,0.047,Schoener_1968,,2,,,,,,,,,,,,,
Nyctea scandiaca,nycteascandiaca,NA,,NA,,,NA,,NA,,,4937165,,Schoener_1968,,,1.846,Armstrong_1965,,2,,,,,,,,,,,,,
Tamias umbrinus,tamiasumbrinus,NA,,NA,,,NA,,NA,,,45500,,Swithart_et_al_1988,,,0.06,Swithart_et_al_1988,,2,,,,,,,,,,,,,
Dipodomys ingens,dipodomysingens,NA,,NA,,,NA,,NA,,,500,,Swithart_et_al_1988,,,0.15356,Tamburello_etal,,2,,Herbivore,,Tamburello_etal,walking - land,,Tamburello_etal,,,,,,
Geomys attwateri,geomysattwateri,NA,,NA,,,NA,,NA,,,100,,Swithart_etal_1988,,,0.2,Swithart_etal_1988,,2,,,,,,,,,,,,,
Cercocebus albigena,cercocebusalbigena,NA,,NA,,,NA,,NA,,,1269000,,Swithart_etal_1988,,,8.5,Swithart_etal_1988,,2,,,,,,,,,,,,,
Regulus regulus,regulusregulus,NA,,NA,,,NA,,NA,,,19900,,Tamburello_etal,,,0.0053,Tamburello_etal,,2,,Carnivore,,Tamburello_etal,flying - air,,Tamburello_etal,,,,,,
Certhia familiaris,certhiafamiliaris,NA,,NA,,,NA,,NA,,,47000,,Tamburello_etal,,,0.00877,Tamburello_etal,,2,,Carnivore,,Tamburello_etal,flying - air,,Tamburello_etal,,,,,,
Cisticola juncidis,cisticolajuncidis,NA,,NA,,,NA,,NA,,,14400,,Tamburello_etal,,,0.0098,Tamburello_etal,,2,,Carnivore,,Tamburello_etal,flying - air,,Tamburello_etal,,,,,,
Hippolais polyglotta,hippolaispolyglotta,NA,,NA,,,NA,,NA,,,30000,,Tamburello_etal,,,0.011,Tamburello_etal,,2,,Carnivore,,Tamburello_etal,flying - air,,Tamburello_etal,,,,,,
Muscardinus avellanarius,muscardinusavellanarius,NA,,NA,,,NA,,NA,,,4369.99,,tamburello_etal,,,0.031,Tamburello_etal,,2,,Herbivore,,Tamburello_etal,walking - land,,Tamburello_etal,,,,,,
Lanius minor,laniusminor,NA,,NA,,,NA,,NA,,,635800,,Tamburello_etal,,,0.04422,Tamburello_etal,,2,,Carnivore,,Tamburello_etal,flying - air,,Tamburello_etal,,,,,,
Terrapene ornata,terrapeneornata,NA,,NA,,,NA,,NA,,,8727,,Tamburello_etal,,,0.211,Tamburello_etal,,2,,,,,,,,,,,,,
Geococcyx californianus,geococcyxcalifornianus,NA,,NA,,,NA,,NA,,,550000,,Tamburello_etal,,,0.3,Tamburello_etal,,2,,,,,,,,,,,,,
NA,laniussomalicus,NA,,NA,,,NA,,NA,,,80000,,Tamburello_etal,,,1.749348,,,2,,,,,,,,,,,,,
Genetta tigrina,genettatigrina,NA,,NA,,,NA,,NA,,,57500.29,,Tamburello_etal,,,2.15001,Tamburello_etal,,2,,,,,,,,,,,,,
Sylvia sarda,sylviasarda,NA,,NA,,,NA,,NA,,,3300,,Tamburello_etal,,,3300,Tamburello_etal,,2,,,,,,,,,,,,,
NA,salamandralanzai,NA,,NA,,,NA,,NA,,,49.1,,Trochet_etal,,,0.0122,Trochet_etal,,2,,,,,,,,,,,,,
NA,pelophylaxridibundus,NA,,NA,,,NA,,NA,,,4.25,,Trochet_etal,,,0.03553,Trochet_etal,,2,,,,,,,,,,,,,
NA,oligosomazelandicum,NA,,NA,,,NA,,NA,,,8,,Turner_etal_1969,,,0.0035,,,2,,,,,,,,,,,,,
NA,aspidoscelishyperythra,NA,,NA,,,NA,,NA,,,445,,Turner_etal_1969,,,0.00525,,,2,,,,,,,,,,,,,
NA,plestiodonfasciatus,NA,,NA,,,NA,,NA,,,328,,Turner_etal_1969,,,0.00675,,,2,,,,,,,,,,,,,
NA,holcosusquadrilineatus,NA,,NA,,,NA,,NA,,,316,,Turner_etal_1969,,,0.0132,,,2,,,,,,,,,,,,,
NA,aspidoscelistigris,NA,,NA,,,NA,,NA,,,897,,Turner_etal_1969,,,0.02,,,2,,,,,,,,,,,,,
NA,elephusmaximus,NA,,NA,,,NA,,NA,,,2.78E+08,,"Fernando et al., 2008",,,NA,,,1,,,,,,,,,,,,,
Callicebus_coimbrai,callicebuscoimbrai,,,,,,,,,,,1.00E+05,,Galan-Acedo et al. 2019,,,NA,Galan-Acedo et al. 2019,,1,,,,,,,,,,,,,
Callicebus_melanochir,callicebusmelanochir,,,,,,,,,,,230000,,Galan-Acedo et al. 2019,,,NA,Galan-Acedo et al. 2019,,1,,,,,,,,,,,,,
Callicebus_nigrifrons,callicebusnigrifrons,,,,,,,,,,,345000,,Galan-Acedo et al. 2019,,,NA,Galan-Acedo et al. 2019,,1,,,,,,,,,,,,,
Cebus_brunneus,cebusbrunneus,,,,,,,,,,,840000,,Galan-Acedo et al. 2019,,,NA,Galan-Acedo et al. 2019,,1,,,,,,,,,,,,,
Cercopithecus_doggetti,cercopithecusdoggetti,,,,,,,,,,,284000,,Galan-Acedo et al. 2019,,,NA,Galan-Acedo et al. 2019,,1,,,,,,,,,,,,,
Galagoides_granti,galagoidesgranti,,,,,,,,,,,25000,,Galan-Acedo et al. 2019,,,NA,Galan-Acedo et al. 2019,,1,,,,,,,,,,,,,
Nomascus_nasutus,nomascusnasutus,,,,,,,,,,,1303000,,Galan-Acedo et al. 2019,,,NA,Galan-Acedo et al. 2019,,1,,,,,,,,,,,,,
Piliocolobus_epieni,piliocolobusepieni,,,,,,,,,,,730000,,Galan-Acedo et al. 2019,,,NA,Galan-Acedo et al. 2019,,1,,,,,,,,,,,,,
Pithecia_hirsuta,pitheciahirsuta,,,,,,,,,,,249000,,Galan-Acedo et al. 2019,,,NA,Galan-Acedo et al. 2019,,1,,,,,,,,,,,,,
Pithecia_rylandsi,pitheciarylandsi,,,,,,,,,,,359000,,Galan-Acedo et al. 2019,,,NA,Galan-Acedo et al. 2019,,1,,,,,,,,,,,,,
Plecturocebus_toppini,plecturocebustoppini,,,,,,,,,,,47000,,Galan-Acedo et al. 2019,,,NA,Galan-Acedo et al. 2019,,1,,,,,,,,,,,,,
Semnopithecus_priam,semnopithecuspriam,,,,,,,,,,,8.00E+05,,Galan-Acedo et al. 2019,,,NA,Galan-Acedo et al. 2019,,1,,,,,,,,,,,,,
Trachypithecus_auratus,trachypithecusauratus,,,,,,,,,,,105000,,Galan-Acedo et al. 2019,,,NA,Galan-Acedo et al. 2019,,1,,,,,,,,,,,,,
Trachypithecus_margarita,trachypithecusmargarita,,,,,,,,,,,2210000,,Galan-Acedo et al. 2019,,,NA,Galan-Acedo et al. 2019,,1,,,,,,,,,,,,,
Trachypithecus_mauritius,trachypithecusmauritius,,,,,,,,,,,52500,,Galan-Acedo et al. 2019,,,NA,Galan-Acedo et al. 2019,,1,,,,,,,,,,,,,
Trachypithecus_selangorensis,trachypithecusselangorensis,,,,,,,,,,,315000,,Galan-Acedo et al. 2019,,,NA,Galan-Acedo et al. 2019,,1,,,,,,,,,,,,,
NA,habecketal_2019,NA,,NA,,,NA,,NA,,,66960,,Habeck_etal_2019,,,NA,,,1,,,,,,,,,,,,,
NA,catopumatemminckii,NA,,NA,,,NA,,NA,,,5.60E+07,,Kroshko et al. 2017,,,NA,,,1,,,,,,,,,,,,,
NA,helarctosmalayanus,NA,,NA,,,NA,,NA,,,49420000,,Kroshko et al. 2019,,,NA,,,1,,,,,,,,,,,,,
NA,leopardusgeoffroyi,NA,,NA,,,NA,,NA,,,38030000,,Kroshko et al. 2021,,,NA,,,1,,,,,,,,,,,,,
NA,tremarctosornatus,NA,,NA,,,NA,,NA,,,5.30E+07,,Kroshko et al. 2026,,,NA,,,1,,,,,,,,,,,,,
NA,ursusmaritimus,NA,,NA,,,NA,,NA,,,26800000,,Kroshko et al. 2028,,,NA,,,1,,,,,,,,,,,,,
NA,ursusthibetanus,NA,,NA,,,NA,,NA,,,58050000,,Kroshko et al. 2029,,,NA,,,1,,,,,,,,,,,,,
NA,vulpeslagopus,NA,,NA,,,NA,,NA,,,5.30E+07,,Kroshko et al. 2030,,,NA,,,1,,,,,,,,,,,,,
NA,anaxyrusboreas,NA,,NA,,,NA,,NA,,,152149,,Muths_2003,,,NA,,,1,,,,,,,,,,,,,
Aepyprymnus rufescens,aepyprymnusrufescens,0.6,,Whitmee and Ormee 2012,,,NA,,NA,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
Alopecosa barbipes,alopecosabarbipes,4,,Prugh_etal,,,NA,,NA,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
Alopecosa fabrilis,alopecosafabrilis,4,,Prugh_etal,,,NA,,NA,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
Alopecosa pulverulenta,alopecosapulverulenta,4,,Prugh_etal,,,NA,,NA,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
Anagrus columbi,anagruscolumbi,0.05,,Prugh_etal,,,NA,,NA,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
Antechinus minimus,antechinusminimus,0.04105,,Whitmee and Ormee (2012),,,NA,,NA,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
Arctosa perita,arctosaperita,4,,Prugh_etal,,,NA,,NA,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
Argenna subnigra,argennasubnigra,4,,Prugh_etal,,,NA,,NA,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
Bettongia lesueur,bettongialesueur,3.35,,Whitmee and Ormee (2012),,,NA,,NA,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
Bettongia tropica,bettongiatropica,1.3,,Whitmee and Ormee 2012,,,NA,,NA,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
Calomys venustus,calomysvenustus,0.028,,Whitmee & Ormme (2012),,,NA,,NA,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
Canis adustus,canisadustus,4.6,,Whitmee and Ormee (2012),,,NA,,NA,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
Canis mesomelas,canismesomelas,0.0555,,Whitmee and Ormee 2012,,,NA,,NA,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
Cupido minimus,cupidominimus,0.04,,Prugh_etal,,,NA,,NA,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
Cynomys gunnisoni,cynomysgunnisoni,0.162,,Whitmee and Ormee 2012,,,NA,,NA,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
Decticus verrucivorus,decticusverrucivorus,0.04,,Prugh_etal,,,NA,,NA,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
Erigone atra,erigoneatra,4,,Prugh_etal,,,NA,,NA,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
Erigone dentipalps,erigonedentipalps,4,,Prugh_etal,,,NA,,NA,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
Euphydryas aurinia,euphydryasaurinia,0.56,,Prugh_etal,,,NA,,NA,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
Galerucella calmariensis,galerucellacalmariensis,1.207,,Ferrarese_2010,,,NA,,NA,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
Galerucella pusilla,galerucellapusilla,0.726,,Ferrarese_2010,,,NA,,NA,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
Hesperia comma,hersperiacomma,8.65,,Prugh_etal,,,NA,,NA,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
Hypsosinga albovittata,hypsosignaalbovittata,4,,Prugh_etal,,,NA,,NA,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
Marmota menzbieri,marmotamenzbieri,4.3,,Whitmee & Ormme (2012),,,NA,,NA,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
Meioneta rurestris,meionetarurestris,4,,Prugh_etal,,,NA,,NA,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
Melitaea cinxia,melitaeacinxia,0.51,,Prugh_etal,,,NA,,NA,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
Melitaea diamina,melitaea diamina,0.45,,Prugh_etal,,,NA,,NA,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
Mellivora capensis,mellivoracapensis,0.053,,Whitmee and Ormee 2012,,,NA,,NA,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
Myodes rufocanus,myodesrufocanus,0.033,,Whitmee and Ormee (2012),,,NA,,NA,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,acanthisflammea,NA,,NA,,,1392,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,acanthishornemanni,NA,,NA,,,1734,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,aechmophorusclarkii,NA,,NA,,,784,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,aechmophorusoccidentalis,NA,,NA,,,1665,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,anasamericana,NA,,NA,,,3084,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,anascyanoptera,NA,,NA,,,2104,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,anasrubripes,NA,,NA,,,1492,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,anguillaanguilla,NA,,NA,,,27,,NA,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,anhingaanhinga,NA,,NA,,,194,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,antrostomuscarolinensis,NA,,NA,,,1353,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,antrostomusvociferus,NA,,NA,,,1940,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,archilochusalexandri,NA,,NA,,,1725,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,arenariamelanocephala,NA,,NA,,,3059,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,artemisiospizanevadensis,NA,,NA,,,727,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,bombinapachypus,NA,,NA,,,0.25,,Trochet_etal,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,buboscandiacus,NA,,NA,,,2283,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,buteolagopus,NA,,NA,,,2735,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,butoridesvirescens,NA,,NA,,,1118,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,calidrisalba,NA,,NA,,,6934,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,calidrisfuscicollis,NA,,NA,,,12893,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,calidrishimantopus,NA,,NA,,,9298,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,calidrismaritima,NA,,NA,,,3235,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,calidrismelanotos,NA,,NA,,,9697,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,calidrisptilocnemis,NA,,NA,,,1734,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,calidrissubruficollis,NA,,NA,,,12151,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,calidrisvirgata,NA,,NA,,,5596,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,calyptecostae,NA,,NA,,,225,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,cardellinapusilla,NA,,NA,,,4224,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,catharusbicknelli,NA,,NA,,,3185,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,charadriusnivosus,NA,,NA,,,1096,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,charadriussemipalmatus,NA,,NA,,,6627,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,chencaerulescens,NA,,NA,,,3744,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,chenrossii,NA,,NA,,,3253,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,chordeilesacutipennis,NA,,NA,,,5397,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,coccothraustesvespertinus,NA,,NA,,,430,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,coturnicopsnoveboracensis,NA,,NA,,,2353,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,cypseloidesniger,NA,,NA,,,2824,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,dendrocygnaautumnalis,NA,,NA,,,101,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,egrettacaerulea,NA,,NA,,,256,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,egrettathula,NA,,NA,,,128,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,egrettatricolor,NA,,NA,,,815,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,falcorusticolus,NA,,NA,,,1707,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,gallinagodelicata,NA,,NA,,,2865,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,gallinulagaleata,NA,,NA,,,773,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,geothlypisformosa,NA,,NA,,,2387,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,geothlypistolmiei,NA,,NA,,,3563,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,haematopusbachmani,NA,,NA,,,88,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,haematopuspalliatus,NA,,NA,,,672,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,haemorhouscassinii,NA,,NA,,,663,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,haemorhouspurpureus,NA,,NA,,,1324,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,himantopusmexicanus,NA,,NA,,,781,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,ictiniamississippiensis,NA,,NA,,,3808,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,ixoreusnaevius,NA,,NA,,,1698,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,laterallusjamaicensis,NA,,NA,,,154,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,limnodromusgriseus,NA,,NA,,,5389,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,megacerylealcyon,NA,,NA,,,1601,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,melanerpeslewis,NA,,NA,,,611,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,nyctanassaviolacea,NA,,NA,,,1182,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,oreothlypiscelata,NA,,NA,,,3155,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,oreothlypisluciae,NA,,NA,,,1473,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,oreothlypisperegrina,NA,,NA,,,4888,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,oreothlypisruficapilla,NA,,NA,,,3092,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,oreothlypisvirginiae,NA,,NA,,,2342,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,pandionhaliaetus,NA,,NA,,,7637,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,patagioenasfasciata,NA,,NA,,,1019,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,pelecanuserythrorhynchos,NA,,NA,,,2489,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,petrochelidonfulva,NA,,NA,,,264,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,petrochelidonpyrrhonota,NA,,NA,,,7570,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,peucaeacassinii,NA,,NA,,,313,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,phalaropustricolor,NA,,NA,,,9418,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,picahudsonia,NA,,NA,,,100,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,podicepsnigricollis,NA,,NA,,,1668,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,psiloscopsflammeolus,NA,,NA,,,1747,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,ralluscrepitans,NA,,NA,,,207,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,rhynchophanesmccownii,NA,,NA,,,1938,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,rynchopsniger,NA,,NA,,,39,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,salamandrinaperspicillata,NA,,NA,,,0.5,,Trochet_etal,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,salamandrinaterdigitata,NA,,NA,,,0.5,,Trochet_etal,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,selasphoruscalliope,NA,,NA,,,3256,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,selasphorusplatycercus,NA,,NA,,,1089,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,setophagaamericana,NA,,NA,,,2234,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,setophagacaerulescens,NA,,NA,,,3056,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,setophagacastanea,NA,,NA,,,4867,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,setophagacerulea,NA,,NA,,,4431,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,setophagacitrina,NA,,NA,,,2040,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,setophagacoronata,NA,,NA,,,2627,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,setophagadiscolor,NA,,NA,,,1651,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
NA,setophagadominica,NA,,NA,,,1539,,La Sorte et al. 2016,,,NA,,NA,,,NA,,,1,,,,,,,,,,,,,
